so_number,product_code,quantity,unit_price,line_total,order_date,customer_code,customer_name,province_name,product_name,color,line_name,group_code,group_name,fiscal_year,fiscal_month
BH25.0206,000131002008001,1.0,1200000.0,1200000.0,2025-02-22,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,,,,,,2025,2
BH25.0206,000131002019002,2.0,1200000.0,2400000.0,2025-02-22,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,,,,,,2025,2
BH25.0206,000124002009000,2.0,1050000.0,2100000.0,2025-02-22,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,,,,,,2025,2
BH25.0206,1000310050080000,1.0,2150000.0,2150000.0,2025-02-22,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,,,,,,2025,2
BH25.0206,000214004000000,2.0,1250000.0,2500000.0,2025-02-22,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,,,,,,2025,2
BH25.0206,000217003008000,2.0,1250000.0,2500000.0,2025-02-22,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,,,,,,2025,2
BH25.0206,000217003001000,2.0,1250000.0,2500000.0,2025-02-22,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,,,,,,2025,2
BH25.0206,000226003002000,8.0,1200000.0,9600000.0,2025-02-22,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,,,,,,2025,2
BH25.0206,000226003015000,3.0,1200000.0,3600000.0,2025-02-22,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,,,,,,2025,2
BH25.0206,000226003023000,3.0,1200000.0,3600000.0,2025-02-22,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,,,,,,2025,2
BH25.0206,000401002016000,2.0,1300000.0,2600000.0,2025-02-22,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,,,,,,2025,2
BH25.0206,1050010000200000,2.0,1172558.0,2345116.0,2025-02-22,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,,,,,,2025,2
BH25.0206,1060010000200000,4.0,1231481.0,4925924.0,2025-02-22,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,,,,,,2025,2
BH25.0206,1030010000080000,2.0,1172558.0,2345116.0,2025-02-22,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,,,,,,2025,2
BH25.0206,1040010000080000,4.0,1231481.0,4925924.0,2025-02-22,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,,,,,,2025,2
BH25.0206,1000330010090000,2.0,1231481.0,2462962.0,2025-02-22,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,,,,,,2025,2
BH25.0207,000216003001000,2.0,1200000.0,2400000.0,2025-02-22,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,,,,,,2025,2
BH25.0207,000216003008000,2.0,1200000.0,2400000.0,2025-02-22,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,,,,,,2025,2
BH25.0207,000207004000000,1.0,1250000.0,1250000.0,2025-02-22,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,,,,,,2025,2
BH25.0207,000216002003000,1.0,1100000.0,1100000.0,2025-02-22,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,,,,,,2025,2
BH25.0207,000216002001000,1.0,1100000.0,1100000.0,2025-02-22,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,,,,,,2025,2
BH25.0207,000330002001000,1.0,1200000.0,1200000.0,2025-02-22,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,,,,,,2025,2
BH25.0207,100029005001000,1.0,3222643.0,3222643.0,2025-02-22,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,,,,,,2025,2
BH25.0207,000413002022000,1.0,1450000.0,1450000.0,2025-02-22,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,,,,,,2025,2
BH25.0208,100029005001000,2.0,3222643.0,6445286.0,2025-02-22,KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,Hải Dương,,,,,,2025,2
BH25.0208,100029005020000,1.0,3222643.0,3222643.0,2025-02-22,KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,Hải Dương,,,,,,2025,2
BH25.0208,1000300050010000,3.0,2150000.0,6450000.0,2025-02-22,KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,Hải Dương,,,,,,2025,2
BH25.0208,1000300050200000,3.0,2150000.0,6450000.0,2025-02-22,KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,Hải Dương,,,,,,2025,2
BH25.0208,000413002018000,2.0,1450000.0,2900000.0,2025-02-22,KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,Hải Dương,,,,,,2025,2
BH25.0208,1000250020050000,2.0,500000.0,1000000.0,2025-02-22,KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,Hải Dương,,,,,,2025,2
BH25.0208,1000250020220000,3.0,500000.0,1500000.0,2025-02-22,KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,Hải Dương,,,,,,2025,2
BH25.0208,000231003023000,1.0,1200000.0,1200000.0,2025-02-22,KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,Hải Dương,,,,,,2025,2
BH25.0208,000305002001000,2.0,1050000.0,2100000.0,2025-02-22,KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,Hải Dương,,,,,,2025,2
BH25.0208,000305002022000,2.0,1050000.0,2100000.0,2025-02-22,KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,Hải Dương,,,,,,2025,2
BH25.0208,000226003014000,2.0,1200000.0,2400000.0,2025-02-22,KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,Hải Dương,,,,,,2025,2
BH25.0209,000226003002000,2.0,1200000.0,2400000.0,2025-02-22,KH-00150,HỘ KINH DOANH SÁN LẠP,Hải Dương,,,,,,2025,2
BH25.0209,000226003014000,1.0,1200000.0,1200000.0,2025-02-22,KH-00150,HỘ KINH DOANH SÁN LẠP,Hải Dương,,,,,,2025,2
BH25.0209,000226003023000,1.0,1200000.0,1200000.0,2025-02-22,KH-00150,HỘ KINH DOANH SÁN LẠP,Hải Dương,,,,,,2025,2
BH25.0209,000224002002000,1.0,1130000.0,1130000.0,2025-02-22,KH-00150,HỘ KINH DOANH SÁN LẠP,Hải Dương,,,,,,2025,2
BH25.0209,000224002023000,1.0,1130000.0,1130000.0,2025-02-22,KH-00150,HỘ KINH DOANH SÁN LẠP,Hải Dương,,,,,,2025,2
BH25.0209,1000310050010000,1.0,2150000.0,2150000.0,2025-02-22,KH-00150,HỘ KINH DOANH SÁN LẠP,Hải Dương,,,,,,2025,2
BH25.0209,1000310050080000,1.0,2150000.0,2150000.0,2025-02-22,KH-00150,HỘ KINH DOANH SÁN LẠP,Hải Dương,,,,,,2025,2
BH25.0209,100029005001000,1.0,3222643.0,3222643.0,2025-02-22,KH-00150,HỘ KINH DOANH SÁN LẠP,Hải Dương,,,,,,2025,2
BH25.0210,000217003001000,1.0,1250000.0,1250000.0,2025-02-22,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,,,,,,2025,2
BH25.0210,000217003008000,1.0,1250000.0,1250000.0,2025-02-22,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,,,,,,2025,2
BH25.0210,000216003001000,1.0,1200000.0,1200000.0,2025-02-22,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,,,,,,2025,2
BH25.0210,000216003008000,1.0,1200000.0,1200000.0,2025-02-22,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,,,,,,2025,2
BH25.0210,000131002008001,1.0,1200000.0,1200000.0,2025-02-22,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,,,,,,2025,2
BH25.0210,000131002019002,1.0,1200000.0,1200000.0,2025-02-22,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,,,,,,2025,2
BH25.0211,000216002001000,1.0,1100000.0,1100000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000216002007000,1.0,1100000.0,1100000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000217002003000,1.0,1150000.0,1150000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000217002007000,1.0,1150000.0,1150000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000218002001000,1.0,1180000.0,1180000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000218002007000,1.0,1180000.0,1180000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000207004000000,2.0,1250000.0,2500000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000224002009000,3.0,1130000.0,3390000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000224002023000,3.0,1130000.0,3390000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000224002015000,2.0,1130000.0,2260000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000224002026000,2.0,1130000.0,2260000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000225002023000,3.0,1180000.0,3540000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000305002001000,1.0,1050000.0,1050000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000305002022000,1.0,1050000.0,1050000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000330002001000,1.0,1200000.0,1200000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000330002002200,1.0,1200000.0,1200000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000335002001000,2.0,1200000.0,2400000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000216003001000,2.0,1200000.0,2400000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000217003001000,2.0,1250000.0,2500000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000324000040000,1.0,1300000.0,1300000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000324000100000,1.0,1300000.0,1300000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000324000180000,1.0,1300000.0,1300000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0211,000231003023000,2.0,1200000.0,2400000.0,2025-02-22,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,,,,,,2025,2
BH25.0212,1000240020090000,2.0,500000.0,1000000.0,2025-02-22,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,,,,,,2025,2
BH25.0212,000224002002000,3.0,1130000.0,3390000.0,2025-02-22,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,,,,,,2025,2
BH25.0212,000224002023000,5.0,1130000.0,5650000.0,2025-02-22,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,,,,,,2025,2
BH25.0212,000224002009000,4.0,1130000.0,4520000.0,2025-02-22,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,,,,,,2025,2
BH25.0212,000224002015000,2.0,1130000.0,2260000.0,2025-02-22,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,,,,,,2025,2
BH25.0212,000224002026000,4.0,1130000.0,4520000.0,2025-02-22,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,,,,,,2025,2
BH25.0212,000125002009000,2.0,1050000.0,2100000.0,2025-02-22,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,,,,,,2025,2
BH25.0212,000125002023000,2.0,1050000.0,2100000.0,2025-02-22,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,,,,,,2025,2
BH25.0212,000217002001000,2.0,1150000.0,2300000.0,2025-02-22,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,,,,,,2025,2
BH25.0212,000208002007000,2.0,1100000.0,2200000.0,2025-02-22,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,,,,,,2025,2
BH25.0212,000207004000000,2.0,1250000.0,2500000.0,2025-02-22,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,,,,,,2025,2
BH25.0212,000217003001000,2.0,1250000.0,2500000.0,2025-02-22,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,,,,,,2025,2
BH25.0212,000217003008000,1.0,1250000.0,1250000.0,2025-02-22,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,,,,,,2025,2
BH25.0212,000218003001000,2.0,1270000.0,2540000.0,2025-02-22,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,,,,,,2025,2
BH25.0213,000216003001000,4.0,1200000.0,4800000.0,2025-02-22,KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,,,,,,2025,2
BH25.0213,000216003005000,1.0,1200000.0,1200000.0,2025-02-22,KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,,,,,,2025,2
BH25.0213,000216003008000,3.0,1200000.0,3600000.0,2025-02-22,KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,,,,,,2025,2
BH25.0213,000330002001000,1.0,1200000.0,1200000.0,2025-02-22,KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,,,,,,2025,2
BH25.0213,000330002002200,2.0,1200000.0,2400000.0,2025-02-22,KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,,,,,,2025,2
BH25.0213,000305002001000,2.0,1050000.0,2100000.0,2025-02-22,KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,,,,,,2025,2
BH25.0213,000305002022000,1.0,1050000.0,1050000.0,2025-02-22,KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,,,,,,2025,2
BH25.0213,000224002015000,2.0,1130000.0,2260000.0,2025-02-22,KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,,,,,,2025,2
BH25.0213,000224002026000,3.0,1130000.0,3390000.0,2025-02-22,KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,,,,,,2025,2
BH25.0213,000217003001000,5.0,1250000.0,6250000.0,2025-02-22,KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,,,,,,2025,2
BH25.0213,1000240020090000,5.0,500000.0,2500000.0,2025-02-22,KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,,,,,,2025,2
BH25.0213,000125002009000,3.0,1050000.0,3150000.0,2025-02-22,KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,,,,,,2025,2
BH25.0214,000208002023000,3.0,1100000.0,3300000.0,2025-02-22,KH-00154,DOANH NGHIỆP TW VĨNH PHÁT,Hà Tĩnh,,,,,,2025,2
BH25.0214,000224002009000,3.0,1130000.0,3390000.0,2025-02-22,KH-00154,DOANH NGHIỆP TW VĨNH PHÁT,Hà Tĩnh,,,,,,2025,2
BH25.0214,000224002023000,3.0,1130000.0,3390000.0,2025-02-22,KH-00154,DOANH NGHIỆP TW VĨNH PHÁT,Hà Tĩnh,,,,,,2025,2
BH25.0214,000224002015000,6.0,1130000.0,6780000.0,2025-02-22,KH-00154,DOANH NGHIỆP TW VĨNH PHÁT,Hà Tĩnh,,,,,,2025,2
BH25.0214,000224002026000,6.0,1130000.0,6780000.0,2025-02-22,KH-00154,DOANH NGHIỆP TW VĨNH PHÁT,Hà Tĩnh,,,,,,2025,2
BH25.0215,000305002001000,2.0,1050000.0,2100000.0,2025-02-22,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,,,,,,2025,2
BH25.0215,1040010000080000,2.0,1231481.0,2462962.0,2025-02-22,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,,,,,,2025,2
BH25.0215,1000220020090000,2.0,500000.0,1000000.0,2025-02-22,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,,,,,,2025,2
BH25.0215,000224002015000,1.0,1130000.0,1130000.0,2025-02-22,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,,,,,,2025,2
BH25.0215,000224002023000,2.0,1130000.0,2260000.0,2025-02-22,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,,,,,,2025,2
BH25.0215,000335002001000,2.0,1200000.0,2400000.0,2025-02-22,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,,,,,,2025,2
BH25.0215,000335002013000,1.0,1200000.0,1200000.0,2025-02-22,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,,,,,,2025,2
BH25.0215,000333002001000,1.0,1300000.0,1300000.0,2025-02-22,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,,,,,,2025,2
BH25.0215,000333002022000,1.0,1300000.0,1300000.0,2025-02-22,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,,,,,,2025,2
BH25.0215,1000270020220000,1.0,500000.0,500000.0,2025-02-22,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,,,,,,2025,2
BH25.0215,1000250020220000,1.0,500000.0,500000.0,2025-02-22,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,,,,,,2025,2
BH25.0215,000330002001000,1.0,1200000.0,1200000.0,2025-02-22,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,,,,,,2025,2
BH25.0215,000217003008000,1.0,1250000.0,1250000.0,2025-02-22,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,,,,,,2025,2
BH25.0215,000125002009000,2.0,1050000.0,2100000.0,2025-02-22,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,,,,,,2025,2
BH25.0216,000413002001000,1.0,1450000.0,1450000.0,2025-02-22,KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,,,,,,2025,2
BH25.0216,1000240020090000,4.0,500000.0,2000000.0,2025-02-22,KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,,,,,,2025,2
BH25.0216,1000260020220000,2.0,470000.0,940000.0,2025-02-22,KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,,,,,,2025,2
BH25.0216,1000270020220000,2.0,500000.0,1000000.0,2025-02-22,KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,,,,,,2025,2
BH25.0216,000125002009000,5.0,1050000.0,5250000.0,2025-02-22,KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,,,,,,2025,2
BH25.0216,000125002023000,5.0,1050000.0,5250000.0,2025-02-22,KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,,,,,,2025,2
BH25.0216,1030010000080000,3.0,1172558.0,3517674.0,2025-02-22,KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,,,,,,2025,2
BH25.0216,1040010000080000,3.0,1231481.0,3694443.0,2025-02-22,KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,,,,,,2025,2
BH25.0216,000131002001002,1.0,1200000.0,1200000.0,2025-02-22,KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,,,,,,2025,2
BH25.0216,000131002019002,1.0,1200000.0,1200000.0,2025-02-22,KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,,,,,,2025,2
BH25.0216,000226003023000,10.0,1200000.0,12000000.0,2025-02-22,KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,,,,,,2025,2
BH25.0216,1000230020090000,3.0,470000.0,1410000.0,2025-02-22,KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,,,,,,2025,2
BH25.0216,000209002025000,1.0,1150000.0,1150000.0,2025-02-22,KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,,,,,,2025,2
BH25.0217,000207004000000,2.0,1250000.0,2500000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,000131002019002,1.0,1200000.0,1200000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,000216003001000,1.0,1200000.0,1200000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,000216003008000,2.0,1200000.0,2400000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,000217003008000,3.0,1250000.0,3750000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,000218003001000,2.0,1270000.0,2540000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,000218003008000,1.0,1270000.0,1270000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,000131002001002,2.0,1200000.0,2400000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,000125002009000,1.0,1050000.0,1050000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,1000210020090000,1.0,470000.0,470000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,1000220020090000,1.0,500000.0,500000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,000224002023000,3.0,1130000.0,3390000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,000224002026000,1.0,1130000.0,1130000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,000324000180000,2.0,1300000.0,2600000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,000214004000000,2.0,1250000.0,2500000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,000330002001000,1.0,1200000.0,1200000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,000330002002200,1.0,1200000.0,1200000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,000333002001000,1.0,1300000.0,1300000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,1000330010240000,1.0,1231481.0,1231481.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0217,000217003001000,2.0,1250000.0,2500000.0,2025-02-22,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,,,,,,2025,2
BH25.0218,000209002003000,1.0,1150000.0,1150000.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
BH25.0218,000226003015000,3.0,1200000.0,3600000.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
BH25.0218,000209002025000,2.0,1150000.0,2300000.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
BH25.0218,000217003008000,5.0,1250000.0,6250000.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
BH25.0218,1010020000050000,1.0,2400000.0,2400000.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
BH25.0218,1040010000080000,1.0,1231481.0,1231481.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
BH25.0218,1060010000200000,1.0,1231481.0,1231481.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
BH25.0218,000125002023000,3.0,1050000.0,3150000.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
BH25.0218,1000240020090000,1.0,500000.0,500000.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
BH25.0218,1000220020220000,1.0,500000.0,500000.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
BH25.0218,000226003023000,5.0,1200000.0,6000000.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
BH25.0218,000226003002000,4.0,1200000.0,4800000.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
BH25.0218,000226003014000,2.0,1200000.0,2400000.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
BH25.0218,000216003008000,4.0,1200000.0,4800000.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
BH25.0218,000216003001000,3.0,1200000.0,3600000.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
BH25.0218,000216003005000,2.0,1200000.0,2400000.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
BH25.0218,000217003001000,1.0,1250000.0,1250000.0,2025-02-22,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,,,,,,2025,2
