customer_code,2025-01-01,2025-02-01,2025-03-01,2026-01-01,2026-02-01
KH-00480,0.0,0.0,0.0,22314816.0,0.0
KH-00481,0.0,0.0,0.0,31275548.0,39058879.0
KH-00482,0.0,0.0,0.0,44872212.0,0.0
KH-00483,0.0,0.0,0.0,83684423.0,29599993.0
KH-00484,0.0,0.0,0.0,61862577.0,66327206.0
KH-00485,0.0,0.0,0.0,31401105.0,46452952.0
KH-00486,0.0,0.0,0.0,69087021.0,37097210.0
KH-00487,0.0,0.0,0.0,146087010.0,42278324.0
KH-00488,0.0,0.0,0.0,118259982.0,84917580.0
KH-00489,0.0,0.0,0.0,24511106.0,75661092.0
KH-00490,0.0,0.0,0.0,19349256.0,0.0
KH-00491,0.0,0.0,0.0,283026601.0,0.0
KH-00492,0.0,0.0,0.0,31976657.0,51509990.0
KH-00493,0.0,0.0,0.0,14104439.0,19286104.0
KH-00494,0.0,0.0,0.0,34963325.0,0.0
KH-00495,0.0,0.0,0.0,19709997.0,94111089.0
KH-00496,0.0,0.0,0.0,26576661.0,34858325.0
KH-00497,0.0,0.0,0.0,55916096.0,49677763.0
KH-00498,0.0,0.0,0.0,23802030.0,16356664.0
KH-00499,0.0,0.0,0.0,96427756.0,0.0
KH-00500,0.0,0.0,0.0,12458333.0,0.0
KH-00501,0.0,0.0,0.0,24826106.0,11407217.0
KH-00502,0.0,0.0,0.0,32740456.0,16020459.0
KH-00503,0.0,0.0,0.0,57315550.0,32459438.0
KH-00504,0.0,0.0,0.0,22818328.0,0.0
KH-00505,0.0,0.0,0.0,64177024.0,66688870.0
KH-00506,0.0,0.0,0.0,61166093.0,16663884.0
KH-00507,0.0,0.0,0.0,35994437.0,0.0
KH-00508,0.0,0.0,0.0,33244157.0,0.0
KH-00509,0.0,0.0,0.0,42307765.0,31820826.0
KH-00510,0.0,0.0,0.0,17587774.0,21388330.0
KH-00511,0.0,0.0,0.0,14207958.0,0.0
KH-00512,0.0,0.0,0.0,22188882.0,25388885.0
KH-00513,0.0,0.0,0.0,87652760.0,10529163.0
KH-00514,0.0,0.0,0.0,29769439.0,48467115.0
KH-00515,0.0,0.0,0.0,34973416.0,0.0
KH-00516,0.0,0.0,0.0,31988880.0,0.0
KH-00517,0.0,0.0,0.0,62083320.0,0.0
KH-00518,0.0,0.0,0.0,33148327.0,25692030.0
KH-00519,0.0,0.0,0.0,33472214.0,121990541.0
KH-00520,0.0,0.0,0.0,71704244.0,0.0
KH-00521,0.0,0.0,0.0,48686099.0,46109988.0
KH-00522,0.0,0.0,0.0,15749995.0,0.0
KH-00523,0.0,0.0,0.0,24352217.0,0.0
KH-00524,0.0,0.0,0.0,27199995.0,0.0
KH-00525,0.0,0.0,0.0,44550175.0,0.0
KH-00526,0.0,0.0,0.0,31530549.0,0.0
KH-00527,0.0,0.0,0.0,28256474.0,24583881.0
KH-00528,0.0,0.0,0.0,24083328.0,0.0
KH-00529,0.0,0.0,0.0,120795166.0,0.0
KH-00530,0.0,0.0,0.0,21605551.0,0.0
KH-00531,0.0,0.0,0.0,37169437.0,18079996.0
KH-00532,0.0,0.0,0.0,31324993.0,0.0
KH-00533,0.0,0.0,0.0,29689996.0,0.0
KH-00534,0.0,0.0,0.0,19952588.0,0.0
KH-00535,0.0,0.0,0.0,14576478.0,12614622.0
KH-00536,0.0,0.0,0.0,135639972.0,0.0
KH-00537,0.0,0.0,0.0,20135548.0,0.0
KH-00538,0.0,0.0,0.0,68250264.0,0.0
KH-00539,0.0,0.0,0.0,17192218.0,0.0
KH-00540,0.0,0.0,0.0,2768519.0,0.0
KH-00541,0.0,0.0,0.0,2361111.0,0.0
KH-00542,0.0,0.0,0.0,2361111.0,0.0
KH-00543,0.0,0.0,0.0,27082216.0,25347770.0
KH-00544,0.0,0.0,0.0,26793141.0,0.0
KH-00545,0.0,0.0,0.0,40305546.0,39087218.0
KH-00546,0.0,0.0,0.0,40747215.0,0.0
KH-00547,0.0,0.0,0.0,20756106.0,17471666.0
KH-00548,0.0,0.0,0.0,22080551.0,0.0
KH-00549,0.0,0.0,0.0,24975551.0,0.0
KH-00550,0.0,0.0,0.0,7799812.0,0.0
KH-00551,0.0,0.0,0.0,19988329.0,86966648.0
KH-00552,0.0,0.0,0.0,21451568.0,0.0
KH-00553,0.0,0.0,0.0,97271000.0,281201401.0
KH-00554,0.0,0.0,0.0,29284994.0,0.0
KH-00555,0.0,0.0,0.0,21375919.0,0.0
KH-00556,0.0,0.0,0.0,23997772.0,69327379.0
KH-00557,0.0,0.0,0.0,68628317.0,78276002.0
KH-00558,0.0,0.0,0.0,127875525.0,0.0
KH-00559,0.0,0.0,0.0,43414990.0,0.0
KH-00560,0.0,0.0,0.0,63440545.0,0.0
KH-00561,0.0,0.0,0.0,47910731.0,0.0
KH-00562,0.0,0.0,0.0,60958882.0,32629620.0
KH-00563,0.0,0.0,0.0,28828328.0,0.0
KH-00564,0.0,0.0,0.0,114370533.0,17994440.0
KH-00565,0.0,0.0,0.0,98196457.0,0.0
KH-00566,0.0,0.0,0.0,44172215.0,0.0
KH-00567,0.0,0.0,0.0,24564438.0,0.0
KH-00568,0.0,0.0,0.0,44781656.0,68603868.0
KH-00569,0.0,0.0,0.0,29326009.0,16196656.0
KH-00570,0.0,0.0,0.0,26052117.0,19833328.0
KH-00571,0.0,0.0,0.0,23174064.0,37596465.0
KH-00572,0.0,0.0,0.0,36044992.0,0.0
KH-00573,0.0,0.0,0.0,26717216.0,0.0
KH-00574,0.0,0.0,0.0,34270830.0,0.0
KH-00575,0.0,0.0,0.0,57141645.0,0.0
KH-00576,0.0,0.0,0.0,21478325.0,0.0
KH-00577,0.0,0.0,0.0,66969336.0,0.0
KH-00578,0.0,0.0,0.0,9833330.0,22569442.0
KH-00579,0.0,0.0,0.0,34270830.0,0.0
KH-00580,0.0,0.0,0.0,24779998.0,0.0
KH-00581,0.0,0.0,0.0,29371102.0,0.0
KH-00582,0.0,0.0,0.0,29156661.0,0.0
KH-00583,0.0,0.0,0.0,16494903.0,0.0
KH-00584,0.0,0.0,0.0,65415539.0,122534403.0
KH-00585,0.0,0.0,0.0,44041190.0,0.0
KH-00586,0.0,0.0,0.0,152828578.0,0.0
KH-00587,0.0,0.0,0.0,17595552.0,0.0
KH-00588,0.0,0.0,0.0,29433330.0,23865548.0
KH-00589,0.0,0.0,0.0,0.0,16527777.0
KH-00590,0.0,0.0,0.0,0.0,2268519.0
KH-00591,0.0,0.0,0.0,0.0,9157407.0
KH-00592,0.0,0.0,0.0,0.0,14944444.0
KH-00593,0.0,0.0,0.0,0.0,5185186.0
KH-00594,0.0,0.0,0.0,0.0,171441583.0
KH-00595,0.0,0.0,0.0,0.0,34527950.0
KH-00596,0.0,0.0,0.0,0.0,27434438.0
KH-00597,0.0,0.0,0.0,0.0,54138131.0
KH-00598,0.0,0.0,0.0,0.0,31998692.0
KH-00599,0.0,0.0,0.0,0.0,24137774.0
KH-00600,0.0,0.0,0.0,0.0,24913880.0
KH-00601,0.0,0.0,0.0,0.0,18164071.0
KH-00602,0.0,0.0,0.0,0.0,33720915.0
KH-00603,0.0,0.0,0.0,0.0,40402775.0
KH-00604,0.0,0.0,0.0,0.0,25219441.0
KH-00605,0.0,0.0,0.0,0.0,197154205.0
KH-00606,0.0,0.0,0.0,0.0,22931385.0
KH-00607,0.0,0.0,0.0,0.0,69146654.0
KH-00608,0.0,0.0,0.0,0.0,70911654.0
KH-00609,0.0,0.0,0.0,0.0,47958781.0
KH-00610,0.0,0.0,0.0,0.0,24388144.0
KH-00611,0.0,0.0,0.0,0.0,26627771.0
KH-00612,0.0,0.0,0.0,0.0,52107022.0
KH-00613,0.0,0.0,0.0,0.0,16197214.0
KH-00614,0.0,0.0,0.0,0.0,48134990.0
KH-00615,0.0,0.0,0.0,0.0,45789063.0
KH-00616,0.0,0.0,0.0,0.0,2768519.0
KH-00617,0.0,0.0,0.0,0.0,10000000.0
KH-00618,0.0,0.0,0.0,0.0,26313330.0
KH-00619,0.0,0.0,0.0,0.0,3231481.0
KH-00620,0.0,0.0,0.0,0.0,19236110.0
KH-00621,0.0,0.0,0.0,0.0,59162297.0
KH-00622,0.0,0.0,0.0,0.0,22282679.0
KH-00623,0.0,0.0,0.0,0.0,28701662.0
KH-00624,0.0,0.0,0.0,0.0,187646074.0
KH-00625,0.0,0.0,0.0,0.0,64901093.0
KH-00626,0.0,0.0,0.0,0.0,167804584.0
KH-00627,0.0,0.0,0.0,0.0,4527778.0
KH-00628,0.0,0.0,0.0,0.0,61323876.0
KH-00629,0.0,0.0,0.0,0.0,38233229.0
KH-00630,0.0,0.0,0.0,0.0,53407207.0
KH-00631,0.0,0.0,0.0,0.0,74037193.0
KH-00632,0.0,0.0,0.0,0.0,13301104.0
KH-00633,0.0,0.0,0.0,0.0,21803886.0
KH-00634,0.0,0.0,0.0,0.0,35434991.0
KH-00635,0.0,0.0,0.0,0.0,49836649.0
KH-00636,0.0,0.0,0.0,0.0,36113882.0
KH-00637,0.0,0.0,0.0,0.0,19377401.0
KH-00638,0.0,0.0,0.0,0.0,20364997.0
KH-00639,0.0,0.0,0.0,0.0,63937482.0
KH-00640,0.0,0.0,0.0,0.0,30611100.0
KH-00641,0.0,0.0,0.0,0.0,84074072.0
KH-00642,0.0,0.0,0.0,0.0,2398148.0
KH-00643,0.0,0.0,0.0,0.0,4527778.0
KH-00644,0.0,0.0,0.0,0.0,40240820.0
KH-00645,0.0,0.0,0.0,0.0,11398330.0
KH-00646,0.0,0.0,0.0,0.0,154201803.0
KH-00647,0.0,0.0,0.0,0.0,71840255.0
KH-00648,0.0,0.0,0.0,0.0,28859431.0
KH-00649,0.0,0.0,0.0,0.0,31729991.0
KH-00650,0.0,0.0,0.0,0.0,29201935.0
KH-00651,0.0,0.0,0.0,0.0,26088879.0
KH-00652,0.0,0.0,0.0,0.0,26590271.0
KH-00653,0.0,0.0,0.0,0.0,15308884.0
KH-00654,0.0,0.0,0.0,0.0,26218142.0
KH-00655,0.0,0.0,0.0,0.0,16713883.0
KH-00656,0.0,0.0,0.0,0.0,152467729.0
KH-00657,0.0,0.0,0.0,0.0,26111103.0
KH-00658,0.0,0.0,0.0,0.0,364403087.0
KH-00659,0.0,0.0,0.0,0.0,56105545.0
KH-00660,0.0,0.0,0.0,0.0,54438877.0
KH-00661,0.0,0.0,0.0,0.0,24309254.0
KH-00662,0.0,0.0,0.0,0.0,63328316.0
KH-00663,0.0,0.0,0.0,0.0,33862215.0
KH-00664,0.0,0.0,0.0,0.0,41239152.0
KH-00665,0.0,0.0,0.0,0.0,79700538.0
KH-00666,0.0,0.0,0.0,0.0,86289695.0
KH-00667,0.0,0.0,0.0,0.0,43433323.0
KH-00668,0.0,0.0,0.0,0.0,49396660.0
KH-00669,0.0,0.0,0.0,0.0,18054252.0
KH-00670,0.0,0.0,0.0,0.0,40092215.0
KH-00671,0.0,0.0,0.0,0.0,120261816.0
KH-00672,0.0,0.0,0.0,0.0,28903880.0
KH-00673,0.0,0.0,0.0,0.0,32380548.0
KH-00674,0.0,0.0,0.0,0.0,9953332.0
KH-00675,0.0,0.0,0.0,0.0,2768519.0
KH-00676,0.0,0.0,0.0,0.0,2500000.0
KH-00677,0.0,0.0,0.0,0.0,40740740.0
KH-00678,0.0,0.0,0.0,0.0,16797398.0
KH-00679,0.0,0.0,0.0,0.0,25507860.0
KH-00680,0.0,0.0,0.0,0.0,72031096.0
KH-00681,0.0,0.0,0.0,0.0,44205546.0
KH-00682,0.0,0.0,0.0,0.0,13187212.0
KH-00683,0.0,0.0,0.0,0.0,41769992.0
KH-00684,0.0,0.0,0.0,0.0,40791838.0
KH-00685,0.0,0.0,0.0,0.0,2500000.0
KH-00686,0.0,0.0,0.0,0.0,26074995.0
KH-00687,0.0,0.0,0.0,0.0,95224982.0
KH-00688,0.0,0.0,0.0,0.0,50163875.0
KH-00689,0.0,0.0,0.0,0.0,27132399.0
KH-00690,0.0,0.0,0.0,0.0,92160534.0
KH-00691,0.0,0.0,0.0,0.0,15916666.0
KH-00692,0.0,0.0,0.0,0.0,25886013.0
KH-00693,0.0,0.0,0.0,0.0,35016657.0
KH-00694,0.0,0.0,0.0,0.0,58284432.0
KH-00695,0.0,0.0,0.0,0.0,3518519.0
KH-00696,0.0,0.0,0.0,0.0,118360054.0
KH-00697,0.0,0.0,0.0,0.0,16371662.0
KH-00698,0.0,0.0,0.0,0.0,118223676.0
KH-00699,0.0,0.0,0.0,0.0,34066101.0
KH-00700,0.0,0.0,0.0,0.0,26606659.0
KH-00701,0.0,0.0,0.0,0.0,36290551.0
KH-00702,0.0,0.0,0.0,0.0,74234242.0
